player_name,national_team,club_name,club_wikipedia_url,club_country,start_age_est,end_age_est,start_year_est,end_year_est,source_primary,source_secondary,confidence,notes
John McGinn,Scotland,St Mirren,https://en.wikipedia.org/wiki/St_Mirren_F.C.,Scotland,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/John_McGinn,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
John McGinn,Scotland,St. Mirren FC,https://en.wikipedia.org/wiki/St._Mirren_FC,Scotland,7,16,2001,2010,Transfermarkt,https://www.transfermarkt.com/john-mcginn/profil/spieler/193116,medium,Second-pass research. Original span: 2001-2012. Club country pending backfill.
Kenny McLean,Scotland,Rangers,https://en.wikipedia.org/wiki/Rangers_F.C._Under-20s_and_Academy,Scotland,14,16,2006,2008,Wikipedia player infobox,https://en.wikipedia.org/wiki/Kenny_McLean,medium,First-pass youth record from Wikipedia. Original youth span: 2006–2008. Club country still needs backfill.
Kenny McLean,Scotland,St Mirren,https://en.wikipedia.org/wiki/St_Mirren_F.C.,Scotland,16,16,2008,2008,Wikipedia player infobox,https://en.wikipedia.org/wiki/Kenny_McLean,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2009. Club country still needs backfill.
Kieran Tierney,Scotland,Celtic,https://en.wikipedia.org/wiki/Celtic_F.C._Under-20s_and_Academy,Scotland,8,16,2005,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Kieran_Tierney,medium,First-pass youth record from Wikipedia. Original youth span: 2005–2015. Club country still needs backfill.
Lawrence Shankland,Scotland,Queen's Park,https://en.wikipedia.org/wiki/Queen's_Park_F.C.,Scotland,14,16,2009,2011,Wikipedia player infobox,https://en.wikipedia.org/wiki/Lawrence_Shankland,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2011. Club country still needs backfill.
Lewis Ferguson,Scotland,Rangers,https://en.wikipedia.org/wiki/Rangers_F.C._Under-20s_and_Academy,Scotland,10,14,2009,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Lewis_Ferguson,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2013. Club country still needs backfill.
Lewis Ferguson,Scotland,Hamilton Academical,https://en.wikipedia.org/wiki/Hamilton_Academical_F.C._Reserves_and_Academy,Scotland,14,16,2013,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/Lewis_Ferguson,medium,First-pass youth record from Wikipedia. Original youth span: 2013–2017. Club country still needs backfill.
Nathan Patterson,Scotland,Rangers,https://en.wikipedia.org/wiki/Rangers_F.C._Under-20s_and_Academy,Scotland,8,16,2009,2017,Wikipedia player infobox,https://en.wikipedia.org/wiki/Nathan_Patterson_(footballer),medium,First-pass youth record from Wikipedia. Original youth span: 2009–2020. Club country still needs backfill.
Ryan Christie,Scotland,Inverness Caledonian Thistle,https://en.wikipedia.org/wiki/Inverness_Caledonian_Thistle_F.C.,Scotland,10,16,2005,2011,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ryan_Christie,medium,First-pass youth record from Wikipedia. Original youth span: 2005–2013. Club country still needs backfill.
Scott McKenna,Scotland,Aberdeen,https://en.wikipedia.org/wiki/Aberdeen_F.C._Under-20s_and_Academy,Scotland,12,16,2008,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Scott_McKenna,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2014. Club country still needs backfill.
Scott McTominay,Scotland,Manchester United,https://en.wikipedia.org/wiki/Manchester_United_F.C._Under-21s_and_Academy,England,6,16,2002,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Scott_McTominay,medium,First-pass youth record from Wikipedia. Original youth span: 2002–2017. Club country still needs backfill.
Abdoulaye Seck,Senegal,Norwegian club Hønefoss,,Norway,,,,,Wikipedia article text,"https://en.wikipedia.org/wiki/Abdoulaye_Seck_(footballer,_born_1992)",low,Second-pass research fallback. Club identified but ages 5-16 overlap could not be estimated reliably.
El Hadji Malick Diouf,Senegal,Galaxy Football Academy,,Senegal,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/El_Hadji_Malick_Diouf,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
El Hadji Malick Diouf,Senegal,Galaxy Football,,Senegal,14,16,2018,2020,Transfermarkt,https://www.transfermarkt.com/el-hadji-malick-diouf/profil/spieler/1111589,medium,Second-pass research. Original span: 2018-2022. Club country pending backfill.
Habib Diarra,Senegal,Mulhouse,https://en.wikipedia.org/wiki/FC_Mulhouse,France,7,14,2011,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Habib_Diarra,medium,First-pass youth record from Wikipedia. Original youth span: 2011–2018. Club country still needs backfill.
Habib Diarra,Senegal,Strasbourg,https://en.wikipedia.org/wiki/RC_Strasbourg_Alsace,France,14,16,2018,2020,Wikipedia player infobox,https://en.wikipedia.org/wiki/Habib_Diarra,medium,First-pass youth record from Wikipedia. Original youth span: 2018–2021. Club country still needs backfill.
Ibrahim Mbaye,Senegal,ES Guyancourt,,Senegal,5,7,2013,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ibrahim_Mbaye,medium,First-pass youth record from Wikipedia. Original youth span: 2013–2015. Club country still needs backfill.
Ibrahim Mbaye,Senegal,Versailles,https://en.wikipedia.org/wiki/FC_Versailles_78,France,7,10,2015,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ibrahim_Mbaye,medium,First-pass youth record from Wikipedia. Original youth span: 2015–2018. Club country still needs backfill.
Ibrahim Mbaye,Senegal,Paris Saint-Germain,https://en.wikipedia.org/wiki/Paris_Saint-Germain_Academy,France,10,16,2018,2024,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ibrahim_Mbaye,medium,First-pass youth record from Wikipedia. Original youth span: 2018–2025. Club country still needs backfill.
Idrissa Gueye,Senegal,Diambars FC,https://en.wikipedia.org/wiki/Diambars_FC,Senegal,14,16,2003,2005,Transfermarkt,https://www.transfermarkt.com/idrissa-gueye/profil/spieler/126665,medium,Second-pass research. Original span: 2003-2008. Club country pending backfill.
Ismail Jakobs,Senegal,BC Bliesheim,,Senegal,5,13,2004,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ismail_Jakobs,medium,First-pass youth record from Wikipedia. Original youth span: 2003–2012. Club country still needs backfill.
Ismail Jakobs,Senegal,1. FC Köln,https://en.wikipedia.org/wiki/1._FC_Köln,Germany,13,16,2012,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ismail_Jakobs,medium,First-pass youth record from Wikipedia. Original youth span: 2012–2018. Club country still needs backfill.
Ismaïla Sarr,Senegal,Génération Foot,https://en.wikipedia.org/wiki/Génération_Foot,Senegal,11,16,2009,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ismaïla_Sarr,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2016. Club country still needs backfill.
Kalidou Koulibaly,Senegal,Saint-Dié,https://en.wikipedia.org/wiki/SR_Saint-Dié,France,8,12,1999,2003,Wikipedia player infobox,https://en.wikipedia.org/wiki/Kalidou_Koulibaly,medium,First-pass youth record from Wikipedia. Original youth span: 1999–2003. Club country still needs backfill.
Kalidou Koulibaly,Senegal,Metz,https://en.wikipedia.org/wiki/FC_Metz,France,12,15,2003,2006,Wikipedia player infobox,https://en.wikipedia.org/wiki/Kalidou_Koulibaly,medium,First-pass youth record from Wikipedia. Original youth span: 2003–2006. Club country still needs backfill.
Kalidou Koulibaly,Senegal,Saint-Dié,https://en.wikipedia.org/wiki/SR_Saint-Dié,France,15,16,2006,2007,Wikipedia player infobox,https://en.wikipedia.org/wiki/Kalidou_Koulibaly,medium,First-pass youth record from Wikipedia. Original youth span: 2006–2009. Club country still needs backfill.
Krépin Diatta,Senegal,Santhiaba Zinguinchor,,Senegal,15,16,2014,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/Krépin_Diatta,medium,First-pass youth record from Wikipedia. Original youth span: 2014–2016. Club country still needs backfill.
Lamine Camara,Senegal,Génération Foot,https://en.wikipedia.org/wiki/Génération_Foot,Senegal,15,16,2019,2020,Wikipedia player infobox,https://en.wikipedia.org/wiki/Lamine_Camara,medium,First-pass youth record from Wikipedia. Original youth span: 2019–2021. Club country still needs backfill.
Mory Diaw,Senegal,Paris Saint-Germain,https://en.wikipedia.org/wiki/Paris_Saint-Germain_Academy,France,14,16,2007,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Mory_Diaw,medium,First-pass youth record from Wikipedia. Original youth span: 2007–2015. Club country still needs backfill.
Moussa Niakhaté,Senegal,AMCS Comines,,Senegal,6,8,2002,2004,Wikipedia player infobox,https://en.wikipedia.org/wiki/Moussa_Niakhaté,medium,First-pass youth record from Wikipedia. Original youth span: 2002–2004. Club country still needs backfill.
Moussa Niakhaté,Senegal,Lille,https://en.wikipedia.org/wiki/Lille_OSC,France,8,15,2004,2011,Wikipedia player infobox,https://en.wikipedia.org/wiki/Moussa_Niakhaté,medium,First-pass youth record from Wikipedia. Original youth span: 2004–2011. Club country still needs backfill.
Moussa Niakhaté,Senegal,Wasquehal,https://en.wikipedia.org/wiki/ES_Wasquehal,France,15,16,2011,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Moussa_Niakhaté,medium,First-pass youth record from Wikipedia. Original youth span: 2011–2012. Club country still needs backfill.
Moussa Niakhaté,Senegal,Boulogne,https://en.wikipedia.org/wiki/US_Boulogne,France,16,16,2012,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Moussa_Niakhaté,medium,First-pass youth record from Wikipedia. Original youth span: 2012–2013. Club country still needs backfill.
Nicolas Jackson,Senegal,A.S.C. Tiléne,,Senegal,16,16,2017,2017,Wikipedia player infobox,https://en.wikipedia.org/wiki/Nicolas_Jackson,medium,First-pass youth record from Wikipedia. Original youth span: 2017–2018. Club country still needs backfill.
Pape Gueye,Senegal,Blanc-Mesnil SF,,Senegal,6,13,2005,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Pape_Gueye,medium,First-pass youth record from Wikipedia. Original youth span: 2005–2012. Club country still needs backfill.
Pape Gueye,Senegal,Le Havre,https://en.wikipedia.org/wiki/Le_Havre_AC,France,13,16,2012,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/Pape_Gueye,medium,First-pass youth record from Wikipedia. Original youth span: 2012–2017. Club country still needs backfill.
Sadio Mané,Senegal,Génération Foot,https://en.wikipedia.org/wiki/Génération_Foot,Senegal,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Sadio_Mané,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Édouard Mendy,Senegal,Le Havre Caucriauville,,Senegal,7,13,1999,2005,Wikipedia player infobox,https://en.wikipedia.org/wiki/Édouard_Mendy,medium,First-pass youth record from Wikipedia. Original youth span: 1999–2005. Club country still needs backfill.
Édouard Mendy,Senegal,Le Havre,https://en.wikipedia.org/wiki/Le_Havre_AC,France,13,14,2005,2006,Wikipedia player infobox,https://en.wikipedia.org/wiki/Édouard_Mendy,medium,First-pass youth record from Wikipedia. Original youth span: 2005–2006. Club country still needs backfill.
Édouard Mendy,Senegal,CS Municipaux Le Havre,,Senegal,14,16,2006,2008,Wikipedia player infobox,https://en.wikipedia.org/wiki/Édouard_Mendy,medium,First-pass youth record from Wikipedia. Original youth span: 2006–2011. Club country still needs backfill.
Aubrey Modiba,South Africa,School of Excellence,,South Africa,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Aubrey_Modiba,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Evidence Makgopa,South Africa,Baroka,https://en.wikipedia.org/wiki/Baroka_F.C.,South Africa,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Evidence_Makgopa,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Ime Okon,South Africa,Florida Park High School,,South Africa,,,,,Transfermarkt,https://www.transfermarkt.com/ime-okon/profil/spieler/1107265,low,Second-pass research fallback. Club identified but ages 5-16 overlap could not be estimated reliably.
Iqraam Rayners,South Africa,Kenpark United,,South Africa,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Iqraam_Rayners,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Jayden Adams,South Africa,Stellenbosch,https://en.wikipedia.org/wiki/Stellenbosch_F.C.,South Africa,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Jayden_Adams,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Khuliso Mudau,South Africa,JDR Stars,https://en.wikipedia.org/wiki/JDR_Stars_F.C.,South Africa,,,,,Wikipedia early clubs,https://en.wikipedia.org/wiki/Khuliso_Mudau,low,Second-pass research fallback. Club identified but ages 5-16 overlap could not be estimated reliably.
Lyle Foster,South Africa,Augusto Palacios Apprentice,,South Africa,12,15,2012,2015,Transfermarkt,https://www.transfermarkt.com/lyle-foster/profil/spieler/467623,medium,Second-pass research. Original span: 2012-2015. Club country pending backfill.
Lyle Foster,South Africa,Orlando Pirates,https://en.wikipedia.org/wiki/Orlando_Pirates,South Africa,15,16,2015,2016,Transfermarkt,https://en.wikipedia.org/wiki/Lyle_Foster,medium,Second-pass research. Original span: 2015-2017. Club country pending backfill.
Mbekezeli Mbokazi,South Africa,Makhasa F.C.,,South Africa,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Mbekezeli_Mbokazi,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Nkosinathi Sibisi,South Africa,Mangasuthu University of Technology,https://en.wikipedia.org/wiki/Mangosuthu_University_of_Technology,South Africa,,,,,Transfermarkt,https://www.transfermarkt.com/nkosinathi-sibisi/profil/spieler/399068,low,Second-pass research fallback. Club identified but ages 5-16 overlap could not be estimated reliably.
Oswin Appollis,South Africa,Island Rovers AFC,,South Africa,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Oswin_Appollis,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Relebohile Mofokeng,South Africa,Transnet School of Excellence,,South Africa,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Relebohile_Mofokeng,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Ronwen Williams,South Africa,Shatterprufe Rovers,,South Africa,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ronwen_Williams,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Sphephelo Sithole,South Africa,KZN Academy,,South Africa,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Sphephelo_Sithole,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Teboho Mokoena,South Africa,SuperSport United,https://en.wikipedia.org/wiki/SuperSport_United_F.C.,South Africa,,,,,Wikipedia player infobox,"https://en.wikipedia.org/wiki/Teboho_Mokoena_(soccer,_born_1997)",low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Thalente Mbatha,South Africa,Kwamashu Arsenal,,South Africa,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Thalente_Mbatha,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Thapelo Maseko,South Africa,SuperSport United,https://en.wikipedia.org/wiki/SuperSport_United_F.C.,South Africa,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Thapelo_Maseko,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Aymeric Laporte,Spain,SU Agen,https://en.wikipedia.org/wiki/SU_Agen_Football,France,6,15,2000,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Aymeric_Laporte,medium,First-pass youth record from Wikipedia. Original youth span: 2000–2009. Club country still needs backfill.
Aymeric Laporte,Spain,Bayonne,https://en.wikipedia.org/wiki/Aviron_Bayonnais_FC,France,15,16,2009,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Aymeric_Laporte,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2010. Club country still needs backfill.
Aymeric Laporte,Spain,Athletic Bilbao,https://en.wikipedia.org/wiki/Athletic_Bilbao_cantera,Spain,16,16,2010,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Aymeric_Laporte,medium,First-pass youth record from Wikipedia. Original youth span: 2010–2011. Club country still needs backfill.
Dani Olmo,Spain,Espanyol,https://en.wikipedia.org/wiki/RCD_Espanyol_cantera,Spain,8,9,2006,2007,Wikipedia player infobox,https://en.wikipedia.org/wiki/Dani_Olmo,medium,First-pass youth record from Wikipedia. Original youth span: 2006–2007. Club country still needs backfill.
Dani Olmo,Spain,Barcelona,https://en.wikipedia.org/wiki/La_Masia,Spain,9,16,2007,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/Dani_Olmo,medium,First-pass youth record from Wikipedia. Original youth span: 2007–2014. Club country still needs backfill.
Dani Olmo,Spain,Dinamo Zagreb,https://en.wikipedia.org/wiki/GNK_Dinamo_Zagreb,Croatia,16,16,2014,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/Dani_Olmo,medium,First-pass youth record from Wikipedia. Original youth span: 2014–2016. Club country still needs backfill.
Fabián Ruiz,Spain,Betis,https://en.wikipedia.org/wiki/Real_Betis_Cantera,Spain,8,16,2004,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Fabián_Ruiz,medium,First-pass youth record from Wikipedia. Original youth span: 2004–2014. Club country still needs backfill.
Ferran Torres,Spain,Valencia,https://en.wikipedia.org/wiki/Valencia_CF_(youth),Spain,6,16,2006,2016,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ferran_Torres,medium,First-pass youth record from Wikipedia. Original youth span: 2006–2017. Club country still needs backfill.
Gavi,Spain,La Liara Balompié,,Spain,6,9,2010,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Gavi_(footballer),medium,First-pass youth record from Wikipedia. Original youth span: 2010–2013. Club country still needs backfill.
Gavi,Spain,Betis,https://en.wikipedia.org/wiki/Real_Betis_Cantera,Spain,9,11,2013,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/Gavi_(footballer),medium,First-pass youth record from Wikipedia. Original youth span: 2013–2015. Club country still needs backfill.
Gavi,Spain,Barcelona,https://en.wikipedia.org/wiki/FC_Barcelona,Spain,11,16,2015,2020,Wikipedia player infobox,https://en.wikipedia.org/wiki/Gavi_(footballer),medium,First-pass youth record from Wikipedia. Original youth span: 2015–2021. Club country still needs backfill.
Lamine Yamal,Spain,La Torreta,,Spain,5,7,2012,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/Lamine_Yamal,medium,First-pass youth record from Wikipedia. Original youth span: 2012–2014. Club country still needs backfill.
Lamine Yamal,Spain,Barcelona,https://en.wikipedia.org/wiki/FC_Barcelona_(youth),Spain,7,16,2014,2023,Wikipedia player infobox,https://en.wikipedia.org/wiki/Lamine_Yamal,medium,First-pass youth record from Wikipedia. Original youth span: 2014–2023. Club country still needs backfill.
Marc Cucurella,Spain,Espanyol,https://en.wikipedia.org/wiki/RCD_Espanyol,Spain,8,14,2006,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Marc_Cucurella,medium,First-pass youth record from Wikipedia. Original youth span: 2006–2012. Club country still needs backfill.
Marc Cucurella,Spain,Barcelona,https://en.wikipedia.org/wiki/FC_Barcelona,Spain,14,16,2012,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/Marc_Cucurella,medium,First-pass youth record from Wikipedia. Original youth span: 2012–2016. Club country still needs backfill.
Marcos Llorente,Spain,Las Rozas,https://en.wikipedia.org/wiki/Las_Rozas_CF,Spain,7,11,2002,2006,Wikipedia player infobox,https://en.wikipedia.org/wiki/Marcos_Llorente,medium,First-pass youth record from Wikipedia. Original youth span: 2002–2006. Club country still needs backfill.
Marcos Llorente,Spain,Nueva Roceña,,Spain,11,12,2006,2007,Wikipedia player infobox,https://en.wikipedia.org/wiki/Marcos_Llorente,medium,First-pass youth record from Wikipedia. Original youth span: 2006–2007. Club country still needs backfill.
Marcos Llorente,Spain,Rayo Majadahonda,https://en.wikipedia.org/wiki/CF_Rayo_Majadahonda,Spain,12,13,2007,2008,Wikipedia player infobox,https://en.wikipedia.org/wiki/Marcos_Llorente,medium,First-pass youth record from Wikipedia. Original youth span: 2007–2008. Club country still needs backfill.
Marcos Llorente,Spain,Real Madrid,https://en.wikipedia.org/wiki/Real_Madrid_CF_(youth),Spain,13,16,2008,2011,Wikipedia player infobox,https://en.wikipedia.org/wiki/Marcos_Llorente,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2014. Club country still needs backfill.
Mikel Merino,Spain,Amigó,https://en.wikipedia.org/wiki/CD_Amigó,Spain,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Mikel_Merino,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Mikel Merino,Spain,CA Osasuna,https://en.wikipedia.org/wiki/CA_Osasuna,Spain,10,16,2006,2012,Transfermarkt,https://www.transfermarkt.com/mikel-merino/profil/spieler/338424,medium,Second-pass research. Original span: 2006-2014. Club country pending backfill.
Mikel Merino,Spain,CD Amigó,https://en.wikipedia.org/wiki/CD_Amig%C3%B3,Spain,10,10,2006,2006,Transfermarkt,https://www.transfermarkt.com/mikel-merino/profil/spieler/338424,medium,Second-pass research. Original span: -2006. Club country pending backfill.
Mikel Oyarzabal,Spain,Real Sociedad,https://en.wikipedia.org/wiki/Real_Sociedad_Cantera,Spain,14,16,2011,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Mikel_Oyarzabal,medium,First-pass youth record from Wikipedia. Original youth span: 2011–2014. Club country still needs backfill.
Mikel Oyarzabal,Spain,? Eibar (loan),https://en.wikipedia.org/wiki/SD_Eibar,Spain,16,16,2013,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Mikel_Oyarzabal,medium,First-pass youth record from Wikipedia. Original youth span: 2013–2014. Club country still needs backfill.
Pau Cubarsí,Spain,Girona,https://en.wikipedia.org/wiki/Girona_FC,Spain,7,11,2014,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Pau_Cubarsí,medium,First-pass youth record from Wikipedia. Original youth span: 2014–2018. Club country still needs backfill.
Pau Cubarsí,Spain,Barcelona,https://en.wikipedia.org/wiki/FC_Barcelona,Spain,11,16,2018,2023,Wikipedia player infobox,https://en.wikipedia.org/wiki/Pau_Cubarsí,medium,First-pass youth record from Wikipedia. Original youth span: 2018–2024. Club country still needs backfill.
Pedri,Spain,Tegueste,https://en.wikipedia.org/wiki/UD_Tegueste,Spain,11,13,2013,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/Pedri,medium,First-pass youth record from Wikipedia. Original youth span: 2013–2015. Club country still needs backfill.
Pedri,Spain,Laguna,https://en.wikipedia.org/wiki/CD_Laguna_de_Tenerife,Spain,13,16,2015,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Pedri,medium,First-pass youth record from Wikipedia. Original youth span: 2015–2018. Club country still needs backfill.
Pedri,Spain,Las Palmas,https://en.wikipedia.org/wiki/UD_Las_Palmas,Spain,16,16,2018,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Pedri,medium,First-pass youth record from Wikipedia. Original youth span: 2018–2019. Club country still needs backfill.
Pedro Porro,Spain,Gimnástico Don Benito,,Spain,9,16,2008,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/Pedro_Porro,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2015. Club country still needs backfill.
Pedro Porro,Spain,Rayo Vallecano,https://en.wikipedia.org/wiki/Rayo_Vallecano,Spain,16,16,2015,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/Pedro_Porro,medium,First-pass youth record from Wikipedia. Original youth span: 2015–2017. Club country still needs backfill.
Rodri,Spain,Rayo Majadahonda,https://en.wikipedia.org/wiki/CF_Rayo_Majadahonda,Spain,10,11,2006,2007,Wikipedia player infobox,"https://en.wikipedia.org/wiki/Rodri_(footballer,_born_1996)",medium,First-pass youth record from Wikipedia. Original youth span: 2006–2007. Club country still needs backfill.
Rodri,Spain,Atlético Madrid,https://en.wikipedia.org/wiki/Atlético_Madrid,Spain,11,16,2007,2012,Wikipedia player infobox,"https://en.wikipedia.org/wiki/Rodri_(footballer,_born_1996)",medium,First-pass youth record from Wikipedia. Original youth span: 2007–2013. Club country still needs backfill.
Unai Simón,Spain,Aurrerá Vitoria,https://en.wikipedia.org/wiki/CD_Aurrerá_de_Vitoria,Spain,13,14,2010,2011,Wikipedia player infobox,https://en.wikipedia.org/wiki/Unai_Simón,medium,First-pass youth record from Wikipedia. Original youth span: 2010–2011. Club country still needs backfill.
Unai Simón,Spain,Athletic Bilbao,https://en.wikipedia.org/wiki/Athletic_Bilbao_cantera,Spain,14,16,2011,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Unai_Simón,medium,First-pass youth record from Wikipedia. Original youth span: 2011–2014. Club country still needs backfill.
Álex Baena,Spain,Roquetas,https://en.wikipedia.org/wiki/CD_Roquetas,Spain,6,10,2007,2011,Wikipedia player infobox,https://en.wikipedia.org/wiki/Álex_Baena,medium,First-pass youth record from Wikipedia. Original youth span: 2007–2011. Club country still needs backfill.
Álex Baena,Spain,Villarreal,https://en.wikipedia.org/wiki/Villarreal_CF,Spain,10,16,2011,2017,Wikipedia player infobox,https://en.wikipedia.org/wiki/Álex_Baena,medium,First-pass youth record from Wikipedia. Original youth span: 2011–2019. Club country still needs backfill.
Alexander Bernhardsson,Sweden,Jonsereds IF,https://en.wikipedia.org/wiki/Jonsereds_IF,Sweden,12,16,2010,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/Alexander_Bernhardsson,medium,First-pass youth record from Wikipedia. Original youth span: 2010–2015. Club country still needs backfill.
Alexander Bernhardsson,Sweden,Partille IF,https://en.wikipedia.org/wiki/Partille_IF,Sweden,12,12,2010,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Alexander_Bernhardsson,medium,First-pass youth record from Wikipedia. Original youth span: 0000 –2010. Club country still needs backfill.
Alexander Isak,Sweden,AIK,https://en.wikipedia.org/wiki/AIK_Fotboll,Sweden,6,16,2005,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/Alexander_Isak,medium,First-pass youth record from Wikipedia. Original youth span: 2005–2016. Club country still needs backfill.
Anthony Elanga,Sweden,IF Elfsborg,https://en.wikipedia.org/wiki/IF_Elfsborg,Sweden,6,11,2008,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Anthony_Elanga,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2013. Club country still needs backfill.
Anthony Elanga,Sweden,Hattersley,,England,12,13,2014,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/Anthony_Elanga,medium,First-pass youth record from Wikipedia. Original youth span: 2014–2015. Club country still needs backfill.
Anthony Elanga,Sweden,Malmö FF,https://en.wikipedia.org/wiki/Malmö_FF,Sweden,12,12,2014,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/Anthony_Elanga,medium,First-pass youth record from Wikipedia. Original youth span: 2014. Club country still needs backfill.
